Year,State,County,Number Unemployed,Percent Unemployed,Number of Crimes,Total Labor Force,Coordinates,Crimes per Capita,Number Unemployed for Area Counties (50 Miles),Unemployed Percent for Area Counties (50 Miles),Number of Crimes for Area Counties (50 Miles),Crime Percent for Area Counties (50 Miles),Coordinates for Area Counties (50 Miles),Total Area Counties (50 Miles),Highest Unemployment in Area (50 Miles),Lowest Unemployment in Area (50 Miles),Highest Crime Rate in Area (50 Miles),Lowest Crime Rate in Area (50 Miles),Average Crime Rate (50 Miles),Average Unemployment Rate (50 Miles)
2010,AL,Coosa,717.0833299999999,15.40833,2,4654.3333299999995,"(32.8897772, -86.2196937)",0.00043,"[845.91667, 717.08333, 1319.08333, 3320.66667, 7261.58333, 2282.0, 1998.41667, 1296.41667, 4739.75, 10861.16667, 2499.83333]","[14.46667, 15.40833, 14.76667, 9.05833, 7.10833, 8.9, 10.275, 13.38333, 13.51667, 9.99167, 13.10833]","[208, 2, 1909, 132, 5810, 700, 2401, 901, 6343, 25130, 2456]","[0.03555, 0.00043, 0.2136, 0.0036, 0.05675, 0.02722, 0.12337, 0.09282, 0.18057, 0.23107, 0.12873]","['(33.279527, -85.84862360000001)', '(32.8897772, -86.2196937)', '(32.3731182, -85.684578)', '(32.5647083, -86.0121573)', '(33.3039292, -86.6611083)', '(32.5791817, -86.49965460000001)', '(32.944392, -86.6611083)', '(33.2681523, -85.52002399999999)', '(33.4231716, -86.1344697)', '(32.2077447, -86.17517590000001)', '(32.9201244, -85.84862360000001)']",11,True,False,False,True,0.09942818181818182,11.816666363636363
2010,AL,Greene,570.8333299999999,17.241670000000003,612,3305.83333,"(32.9718107, -87.9334803)",0.18513,"[1020.41667, 971.66667, 654.5, 570.83333, 770.83333, 1011.5, 8642.0, 576.0, 3098.33333, 699.33333]","[11.425, 15.09167, 16.84167, 17.24167, 13.33333, 13.18333, 9.21667, 14.75, 11.86667, 15.81667]","[658, 362, 1, 612, 492, 451, 17670, 85, 3297, 350]","[0.07365, 0.05617, 0.00026, 0.18513, 0.08517, 0.05859, 0.18815, 0.02176, 0.12611, 0.079]","['(32.9562798, -87.14228949999999)', '(32.7859102, -87.6186379)', '(32.598888, -87.30161319999999)', '(32.9718107, -87.9334803)', '(32.6155551, -88.24611829999999)', '(33.3339954, -88.0900762)', '(33.3227653, -87.460397)', '(32.8018452, -88.7108964)', '(33.473423, -88.4403883)', '(33.1605608, -88.55653099999999)']",10,True,False,False,False,0.087399,13.876668
2010,AL,Wilcox,804.9166700000001,26.258329999999997,200,3066.08333,"(32.0105439, -87.3413599)",0.06523,"[654.5, 1262.75, 1807.66667, 3002.41667, 1580.75, 804.91667, 860.0, 803.0, 1114.66667]","[16.84167, 13.66667, 19.85833, 16.875, 18.13333, 26.25833, 17.25833, 18.45833, 13.7]","[1, 1224, 761, 3401, 1275, 200, 752, 588, 1379]","[0.00026, 0.13217, 0.08356, 0.19097, 0.14635, 0.06523, 0.15067, 0.13516, 0.16951]","['(32.598888, -87.30161319999999)', '(31.6760284, -86.6611083)', '(31.7002461, -87.77633329999999)', '(32.2332138, -87.14228949999999)', '(31.5119068, -87.460397)', '(32.0105439, -87.3413599)', '(31.501571, -86.9824288)', '(32.221464, -86.6611083)', '(32.2459085, -87.77633329999999)']",9,True,False,False,False,0.11932,17.894443333333335
2010,AL,Winston,1578.8333300000002,16.0,576,9882.5,"(34.1690087, -87.3413599)",0.05828,"[2445.83333, 1792.16667, 6216.75, 3463.5, 2774.5, 3757.08333, 888.75, 1578.83333, 1530.75, 1877.0, 3695.5]","[9.84167, 13.55833, 10.76667, 12.71667, 11.46667, 10.44167, 13.025, 16.0, 10.76667, 12.60833, 9.65833]","[661, 1035, 2416, 3336, 2833, 4229, 409, 576, 1176, 292, 2816]","[0.02654, 0.07832, 0.04179, 0.12229, 0.11693, 0.11761, 0.05988, 0.05828, 0.0825, 0.0196, 0.07348]","['(34.0145152, -86.49965460000001)', '(34.0441174, -87.77633329999999)', '(34.4240875, -86.86218269999999)', '(33.8563605, -87.30161319999999)', '(34.7117567, -87.89424509999999)', '(34.2011537, -86.8220341)', '(33.6871392, -87.77633329999999)', '(34.1690087, -87.3413599)', '(34.3967457, -87.6186379)', '(34.567428, -87.30161319999999)', '(34.78000720000001, -86.9423801)']",11,True,False,False,False,0.07247454545454546,11.895455454545454
2010,AL,Chambers,2199.75,14.925,2894,14754.166669999999,"(32.9028048, -85.35496499999999)",0.19615,"[6005.75, 845.91667, 1319.08333, 3320.66667, 2589.16667, 2199.75, 1296.41667, 2499.83333, 634.33333, 3757.58333, 6223.66667, 1265.83333, 6055.33333, 8233.91667, 1282.41667]","[9.025, 14.46667, 14.76667, 9.05833, 10.89167, 14.925, 13.38333, 13.10833, 12.08333, 11.54167, 9.68333, 7.71667, 11.68333, 10.075, 13.73333]","[7107, 208, 1909, 132, 1078, 2894, 901, 2456, 472, 5446, 6008, 856, 8054, 29151, 1136]","[0.10645, 0.03555, 0.2136, 0.0036, 0.04527, 0.19615, 0.09282, 0.12873, 0.08991, 0.16733, 0.09341, 0.05215, 0.15543, 0.35673, 0.12167]","['(32.5888702, -85.39627689999999)', '(33.279527, -85.84862360000001)', '(32.3731182, -85.684578)', '(32.5647083, -86.0121573)', '(32.3552497, -85.1894045)', '(32.9028048, -85.35496499999999)', '(33.2681523, -85.52002399999999)', '(32.9201244, -85.84862360000001)', '(33.2990406, -85.14793639999999)', '(33.0698575, -85.02334599999999)', '(33.3716708, -84.7315563)', '(32.7032697, -84.8567932)', '(33.5642239, -85.0649071)', '(32.4794133, -84.8984775)', '(33.0561282, -84.68974949999999)']",15,True,False,False,False,0.12392,11.742777333333333
2010,AR,Union,1942.0833300000002,11.30833,3400,17164.41667,"(33.1431092, -92.539603)",0.19808,"[1942.08333, 980.0, 539.66667, 235.5, 1049.41667, 1080.33333]","[11.30833, 10.06667, 10.79167, 8.78333, 9.98333, 9.56667]","[3400, 1238, 344, 76, 1461, 1565]","[0.19808, 0.12704, 0.06878, 0.02835, 0.13904, 0.13857]","['(33.1431092, -92.539603)', '(33.1565939, -91.7538817)', '(33.5081368, -92.2236667)', '(33.5020885, -92.539603)', '(33.1285176, -93.17796589999999)', '(33.5828512, -92.9375739)']",6,True,False,True,False,0.11664333333333333,10.083333333333334
2010,AR,Dallas,430.33333,12.34167,343,3487.4166700000005,"(34.0346533, -92.6983868)",0.09835,"[874.91667, 606.5, 430.33333, 401.58333, 3558.0, 539.66667, 235.5, 3516.5, 1080.33333, 326.41667, 3535.33333, 1218.83333]","[8.575, 7.08333, 12.34167, 10.0, 6.68333, 10.79167, 8.78333, 8.46667, 9.56667, 8.40833, 10.40833, 8.59167]","[1614, 782, 343, 417, 4510, 344, 76, 12347, 1565, 241, 10265, 606]","[0.15805, 0.09128, 0.09835, 0.10385, 0.08449, 0.06878, 0.02835, 0.29707, 0.13857, 0.06197, 0.30215, 0.04271]","['(34.0232374, -93.17796589999999)', '(34.2628015, -92.4208713)', '(34.0346533, -92.6983868)', '(33.6621386, -93.33889169999999)', '(34.5708215, -92.539603)', '(33.5081368, -92.2236667)', '(33.5020885, -92.539603)', '(34.5559285, -93.17796589999999)', '(33.5828512, -92.9375739)', '(33.86580070000001, -92.2236667)', '(34.227351, -91.9099238)', '(34.3393795, -92.97755579999999)']",12,True,False,False,False,0.12296833333333333,9.141666666666666
2010,AR,Jackson,797.5833299999999,11.85833,1528,6733.25,"(35.6479574, -91.13530200000001)",0.22693000000000002,"[715.16667, 618.5, 3004.5, 1914.75, 797.58333, 708.0, 1001.33333, 744.0, 378.75, 3546.5, 2386.25, 1500.25]","[8.3, 9.80833, 8.25833, 9.74167, 11.85833, 9.50833, 9.325, 10.25833, 10.44167, 7.43333, 10.45, 8.78333]","[855, 18, 5579, 4150, 1528, 561, 1693, 259, 40, 7658, 8556, 3287]","[0.09921, 0.00285, 0.15309, 0.21085, 0.22693, 0.07535, 0.15767, 0.03568, 0.01102, 0.16023, 0.37495, 0.19269]","['(35.2998913, -90.8294002)', '(36.16759740000001, -91.44346900000001)', '(35.2900612, -91.7538817)', '(36.1314931, -90.563609)', '(35.6479574, -91.13530200000001)', '(35.9969735, -91.13530200000001)', '(35.6078586, -90.6393702)', '(36.3457918, -90.9820668)', '(35.1215846, -91.13530200000001)', '(35.8260959, -90.6773046)', '(35.3021443, -90.37483540000001)', '(35.8174139, -91.5983959)']",12,True,False,False,False,0.14171,9.5138875
2010,AR,Arkansas,2107.91667,18.6,1606,11331.83333,"(34.2354138, -91.28910359999999)",0.14172,"[316.75, 654.5, 315.08333, 440.91667, 365.25, 2107.91667, 904.25, 3535.33333, 1697.25, 1435.91667]","[8.575, 11.15833, 9.25, 9.38333, 9.225, 18.6, 10.54167, 10.40833, 11.39167, 13.71667]","[542, 826, 315, 198, 239, 1606, 1765, 10265, 2079, 2539]","[0.14635, 0.14039, 0.09229, 0.04214, 0.06024, 0.14172, 0.20559, 0.30215, 0.13945, 0.24227]","['(34.7712669, -90.8294002)', '(33.8773585, -91.44346900000001)', '(34.5918747, -91.13530200000001)', '(33.9185116, -91.714958)', '(34.7636336, -91.5983959)', '(34.2354138, -91.28910359999999)', '(34.4611206, -90.86751339999999)', '(34.227351, -91.9099238)', '(33.8829962, -90.8294002)', '(34.1960298, -90.6393702)']",10,True,False,False,False,0.151259,11.225
2010,AR,Van Buren,724.0833299999999,11.19167,682,6475.6666700000005,"(35.6266232, -92.539603)",0.10532000000000001,"[2347.91667, 419.0, 1559.66667, 872.58333, 681.16667, 262.25, 312.33333, 892.41667, 4245.91667, 724.08333]","[7.80833, 7.625, 9.38333, 9.675, 10.15, 6.925, 9.20833, 8.63333, 7.24167, 11.19167]","[3872, 397, 2083, 1736, 496, 224, 77, 1664, 8005, 682]","[0.12884, 0.0719, 0.12541, 0.19228, 0.07386, 0.0591, 0.02269, 0.16098, 0.13635, 0.10532]","['(35.440627, -93.0175712)', '(35.8075142, -92.2236667)', '(36.3261815, -92.38136209999999)', '(35.2727492, -92.6983868)', '(36.3194702, -92.6983868)', '(35.9603994, -93.17796589999999)', '(35.9721, -92.6983868)', '(35.4605769, -92.0665197)', '(35.1035858, -92.38136209999999)', '(35.6266232, -92.539603)']",10,True,False,False,False,0.107673,8.784166
2010,AZ,Apache,3848.75,16.40833,847,23437.41667,"(35.5313224, -109.3783206)",0.03614,"[3848.75, 6452.5]","[16.40833, 14.7]","[847, 5780]","[0.03614, 0.13166]","['(35.5313224, -109.3783206)', '(35.4019765, -110.1402594)']",2,True,False,False,True,0.0839,15.554165
2010,AZ,Greenlee,563.8333299999999,16.40833,78,3438.5833299999995,"(33.2405598, -109.2831531)",0.022680000000000002,"[1883.33333, 563.83333]","[12.925, 16.40833]","[1486, 78]","[0.10199, 0.02268]","['(33.076805, -109.7591675)', '(33.2405598, -109.2831531)']",2,True,False,False,True,0.062335,14.666665
2010,CA,Colusa,2400.83333,20.875,1101,11518.83333,"(39.1040645, -122.2653887)",0.09558,"[4503.5, 7226.91667, 12353.66667, 5162.25, 2037.66667, 2400.83333, 8436.66667]","[15.09167, 10.29167, 12.1, 17.75833, 15.43333, 20.875, 18.38333]","[4314, 6963, 12930, 3908, 1369, 1101, 5678]","[0.14454, 0.09917, 0.12653, 0.13446, 0.10358, 0.09558, 0.12353]","['(39.08396440000001, -122.8084496)', '(38.5024689, -122.2653887)', '(38.7646021, -121.9017954)', '(39.2547027, -121.3998995)', '(39.6437813, -122.4467238)', '(39.1040645, -122.2653887)', '(39.0219764, -121.6739371)']",7,True,False,False,True,0.11819857142857143,15.704761428571429
2010,CA,Fresno,73372.16667,16.70833,89150,439593.1667,"(36.9858984, -119.2320784)",0.2028,"[73372.16667, 10240.91667]","[16.70833, 16.64167]","[89150, 7943]","[0.2028, 0.12893]","['(36.9858984, -119.2320784)', '(37.251926, -119.6962677)']",2,True,False,True,False,0.16586499999999998,16.675
2010,CA,Merced,20387.66667,17.95833,19442,113578.1667,"(37.2009788, -120.7120023)",0.17118,"[20387.66667, 1127.41667, 4214.83333, 41092.41667]","[17.95833, 13.03333, 15.09167, 16.9]","[19442, 697, 2954, 47149]","[0.17118, 0.08003, 0.10585, 0.19381]","['(37.2009788, -120.7120023)', '(37.4893626, -119.9679294)', '(36.5760883, -120.9876321)', '(37.5090711, -120.9876321)']",4,True,False,False,False,0.1377175,15.745832499999999
2010,CA,Plumas,1667.5833300000002,18.35833,943,9146.75,"(39.99268319999999, -120.8039474)",0.1031,"[14245.83333, 1698.58333, 1667.58333, 246.5]","[13.9, 14.05, 18.35833, 15.425]","[13490, 1254, 943, 130]","[0.13152, 0.10364, 0.1031, 0.08072]","['(39.6253952, -121.5370003)', '(40.5394389, -120.7120023)', '(39.99268319999999, -120.8039474)', '(39.5532845, -120.2512728)']",4,True,False,False,False,0.104745,15.4333325
2010,CA,Tulare,34910.5,17.20833,35707,203020.75,"(36.1341739, -118.8596804)",0.17588,"[58154.25, 34910.5]","[15.66667, 17.20833]","[71370, 35707]","[0.1921, 0.17588]","['(35.4937274, -118.8596804)', '(36.1341739, -118.8596804)']",2,True,False,False,True,0.18399,16.4375
2010,CA,Trinity,921.58333,17.04167,336,5422.6666700000005,"(40.6329485, -123.0622553)",0.06196,"[921.58333, 6976.75]","[17.04167, 10.58333]","[336, 9738]","[0.06196, 0.14741]","['(40.6329485, -123.0622553)', '(40.7450055, -123.8695086)']",2,True,False,False,True,0.104685,13.8125
2010,CA,Ventura,46585.5,10.84167,35629,430009.75,"(34.3704884, -119.1390642)",0.08286,"[46585.5, 20587.0]","[10.84167, 9.70833]","[35629, 21108]","[0.08286, 0.09944]","['(34.3704884, -119.1390642)', '(34.4208321, -119.6982057)']",2,True,False,False,True,0.09115000000000001,10.275
2010,CA,Siskiyou,3302.66667,16.84167,1984,19627.33333,"(41.7743261, -122.5770126)",0.10107999999999999,"[3302.66667, 12576.25]","[16.84167, 12.45833]","[1984, 13076]","[0.10108, 0.12951]","['(41.7743261, -122.5770126)', '(42.334535, -122.7646577)']",2,True,False,False,True,0.115295,14.65
2010,CA,Tuolumne,3443.9166700000005,15.233329999999999,2684,22616.66667,"(38.029655, -119.9740534)",0.11867,"[69.5, 2181.16667, 1127.41667, 3443.91667, 3035.25]","[13.23333, 14.05833, 13.03333, 15.23333, 14.45]","[174, 1903, 697, 2684, 1836]","[0.32133, 0.12272, 0.08003, 0.11867, 0.08738]","['(38.5940736, -119.8815203)', '(38.3488921, -120.7740931)', '(37.4893626, -119.9679294)', '(38.029655, -119.9740534)', '(38.1960477, -120.6805037)']",5,True,False,False,False,0.146026,14.001664
2010,CA,Riverside,135158.6667,13.84167,131442,976444.0833,"(33.9532966, -117.3961192)",0.13460999999999998,"[149748.8333, 135158.6667, 615100.6667]","[9.74167, 13.84167, 12.50833]","[135851, 131442, 568435]","[0.08838, 0.13461, 0.1156]","['(33.7174708, -117.8311428)', '(33.9532966, -117.3961192)', '(34.0522265, -118.2436596)']",3,True,False,True,False,0.11286333333333333,12.030556666666667
2010,CA,Santa Cruz,18844.75,13.316670000000002,19200,141716.25,"(37.0453988, -121.9579578)",0.13548,"[85409.66667, 32841.33333, 18844.75, 96410.5]","[10.91667, 8.36667, 13.31667, 10.41667]","[121814, 31725, 19200, 90538]","[0.15567, 0.08072, 0.13548, 0.09772]","['(37.6016892, -121.7195459)', '(37.4337342, -122.4014193)', '(37.0453988, -121.9579578)', '(37.3336581, -121.8907041)']",4,True,False,False,False,0.1173975,10.75417
2010,CO,Lake,480.58333,11.025,187,4371.4166700000005,"(39.1941167, -106.2992912)",0.04278,"[480.58333, 784.91667, 2750.25, 878.75, 1289.16667, 635.66667, 456.25]","[11.025, 8.14167, 8.51667, 8.09167, 6.86667, 7.7, 8.10833]","[187, 328, 2216, 980, 1695, 533, 421]","[0.04278, 0.03402, 0.0683, 0.09008, 0.08862, 0.06445, 0.07487]","['(39.1941167, -106.2992912)', '(39.0897928, -105.5943388)', '(39.576406, -106.7234639)', '(39.159101, -106.8178377)', '(39.5911871, -106.0640179)', '(38.7536679, -106.2522143)', '(39.6904464, -105.6412527)']",7,True,False,False,False,0.06616,8.350001428571428
2010,CO,Mesa,8337.08333,10.95,8214,76113.5,"(38.9585381, -108.6175626)",0.10792,"[8337.08333, 1548.66667, 2264.16667]","[10.95, 10.675, 10.95]","[8214, 1364, 1894]","[0.10792, 0.094, 0.09183]","['(38.9585381, -108.6175626)', '(38.8531357, -107.763621)', '(38.468304, -108.1428669)']",3,True,False,True,False,0.09791666666666667,10.858333333333333
2010,CO,Adams,23493.25,10.03333,19408,234220.75,"(39.8398269, -104.1930918)",0.08286,"[12113.58333, 23493.25, 1028.16667, 1013.16667, 27171.08333]","[9.2, 10.03333, 8.075, 7.01667, 8.56667]","[11682, 19408, 129, 944, 13957]","[0.08856, 0.08286, 0.01011, 0.06539, 0.04404]","['(40.3920718, -104.7158226)', '(39.8398269, -104.1930918)', '(39.35370040000001, -104.1930918)', '(40.2989226, -103.7289167)', '(39.62031, -104.332644)']",5,True,False,False,False,0.058192,8.578334
2010,CO,Otero,778.5,9.16667,802,8488.66667,"(37.9397663, -103.6362715)",0.09448,"[163.25, 778.5, 139.41667]","[8.125, 9.16667, 9.16667]","[76, 802, 8]","[0.03788, 0.09448, 0.00525]","['(38.0036339, -103.0817903)', '(37.9397663, -103.6362715)', '(38.2498631, -103.8216261)']",3,True,False,True,False,0.045869999999999994,8.819446666666666
2010,CO,Routt,1349.4166699999998,9.33333,909,14541.416669999999,"(40.4771623, -107.1011931)",0.06251,"[1349.41667, 80.5]","[9.33333, 8.83333]","[909, 20]","[0.06251, 0.02177]","['(40.4771623, -107.1011931)', '(40.6819242, -106.2522143)']",2,True,False,True,False,0.04214,9.08333
2010,CO,Moffat,801.0833299999999,9.90833,687,8077.9166700000005,"(40.6138379, -108.2377519)",0.08505,"[801.08333, 280.0]","[9.90833, 8.925]","[687, 157]","[0.08505, 0.0499]","['(40.6138379, -108.2377519)', '(39.9814297, -108.2377519)']",2,True,False,True,False,0.06747500000000001,9.416665
2010,CO,Pueblo,7729.0833299999995,10.38333,15088,74395.66667,"(38.2528534, -104.4723301)",0.20281,"[138.08333, 7729.08333, 139.41667, 28630.16667]","[6.65, 10.38333, 9.16667, 9.35833]","[66, 15088, 8, 44292]","[0.03176, 0.20281, 0.00525, 0.1446]","['(38.0615578, -105.3131185)', '(38.2528534, -104.4723301)', '(38.2498631, -103.8216261)', '(38.9108325, -104.4723301)']",4,True,False,True,False,0.096105,8.8895825
2010,CO,Dolores,176.83333000000002,17.691670000000002,56,1000.25,"(37.7530272, -108.5225709)",0.05599,"[176.83333, 62.58333, 1190.08333, 384.08333]","[17.69167, 12.88333, 9.13333, 8.0]","[56, 30, 1121, 396]","[0.05599, 0.05944, 0.08586, 0.08094]","['(37.7530272, -108.5225709)', '(37.7573704, -107.71625)', '(37.3257517, -108.6175626)', '(37.9781237, -108.1428669)']",4,True,False,False,True,0.0705575,11.927082500000001
2010,CO,Fremont,1851.9166699999998,11.70833,1382,15825.166669999999,"(38.5306514, -105.5005483)",0.08732999999999999,"[784.91667, 138.08333, 1156.16667, 635.66667, 1851.91667]","[8.14167, 6.65, 9.35833, 7.7, 11.70833]","[328, 66, 537, 533, 1382]","[0.03402, 0.03176, 0.04347, 0.06445, 0.08733]","['(39.0897928, -105.5943388)', '(38.0615578, -105.3131185)', '(38.86115789999999, -105.1726816)', '(38.7536679, -106.2522143)', '(38.5306514, -105.5005483)']",5,True,False,True,False,0.052206,8.711666000000001
2010,CO,Garfield,3242.25,10.33333,1044,31357.58333,"(39.6584775, -107.763621)",0.03329,"[3242.25, 280.0]","[10.33333, 8.925]","[1044, 157]","[0.03329, 0.0499]","['(39.6584775, -107.763621)', '(39.9814297, -108.2377519)']",2,True,False,False,True,0.041595,9.629165
2010,CO,Huerfano,377.83333,13.975,23,2705.0,"(37.6125984, -104.9388853)",0.0085,"[138.08333, 377.83333]","[6.65, 13.975]","[66, 23]","[0.03176, 0.0085]","['(38.0615578, -105.3131185)', '(37.6125984, -104.9388853)']",2,True,False,False,True,0.02013,10.3125
2010,CO,Montrose,2264.16667,10.95,1894,20624.41667,"(38.468304, -108.1428669)",0.09183,"[8337.08333, 1548.66667, 210.91667, 2264.16667, 384.08333]","[10.95, 10.675, 9.86667, 10.95, 8.0]","[8214, 1364, 44, 1894, 396]","[0.10792, 0.094, 0.02046, 0.09183, 0.08094]","['(38.9585381, -108.6175626)', '(38.8531357, -107.763621)', '(38.2016133, -107.763621)', '(38.468304, -108.1428669)', '(37.9781237, -108.1428669)']",5,True,False,False,False,0.07903,10.088334
2010,CO,Sedgwick,82.08333,7.45833,18,1101.3333300000002,"(40.8568843, -102.3463875)",0.01634,"[276.75, 709.75, 115.75, 82.08333, 64.25, 40.25, 194.83333, 58.91667, 201.66667]","[5.61667, 6.29167, 5.28333, 7.45833, 2.8, 3.89167, 4.25, 3.33333, 3.625]","[151, 1145, 72, 18, 80, 42, 396, 50, 223]","[0.03065, 0.10168, 0.03278, 0.01634, 0.03488, 0.04071, 0.08638, 0.02826, 0.04012]","['(40.1448234, -102.2547919)', '(40.7056181, -102.989615)', '(40.53713339999999, -102.3463875)', '(40.8568843, -102.3463875)', '(40.4531318, -101.6157773)', '(41.1401755, -102.3005803)', '(41.1815863, -101.5248055)', '(40.7922353, -101.4339148)', '(41.2509264, -103.0817903)']",9,True,False,False,True,0.045755555555555556,4.727777777777778
2010,CO,Archuleta,615.5833299999999,10.65,256,5785.0,"(37.1604318, -107.0067031)",0.04425,"[2130.0, 615.58333, 553.83333, 1646.58333]","[7.125, 10.65, 10.625, 9.13333]","[1938, 256, 348, 199]","[0.06487, 0.04425, 0.06682, 0.01105]","['(37.2125857, -107.763621)', '(37.1604318, -107.0067031)', '(37.5749508, -106.4405872)', '(36.6162892, -106.7234639)']",4,True,False,False,False,0.0467475,9.3833325
2010,FL,Dixie,741.3333299999999,12.89167,1255,5748.8333299999995,"(29.5207227, -83.1649001)",0.21831,"[2065.16667, 741.33333, 741.91667, 247.91667]","[11.91667, 12.89167, 10.8, 7.28333]","[2993, 1255, 348, 118]","[0.17273, 0.21831, 0.05063, 0.03467]","['(29.3178545, -82.82097399999999)', '(29.5207227, -83.1649001)', '(29.6871128, -82.82097399999999)', '(30.0299573, -83.2077645)']",4,True,False,True,False,0.119085,10.7229175
2010,FL,Duval,51627.08333,11.35833,92118,454798.5,"(30.3500511, -81.6035062)",0.20255,"[9511.41667, 1305.83333, 51627.08333, 465.66667, 3803.58333, 1143.08333, 2051.5, 509.41667]","[9.925, 11.3, 11.35833, 8.5, 10.63333, 9.875, 9.9, 10.61667]","[10443, 789, 92118, 394, 3393, 1353, 3258, 444]","[0.10893, 0.0683, 0.20255, 0.07192, 0.09478, 0.11677, 0.15743, 0.09254]","['(29.9943564, -81.77870209999999)', '(30.3931168, -82.3017728)', '(30.3500511, -81.6035062)', '(30.0745112, -82.34518899999999)', '(30.5927334, -81.8224362)', '(29.97238179999999, -82.1713632)', '(30.898276, -81.6035062)', '(30.7917361, -82.08429009999999)']",8,True,False,True,False,0.1141525,10.26354125
2010,FL,Citrus,7253.25,13.733329999999999,7335,52847.41667,"(28.8848842, -82.5185837)",0.1388,"[15775.16667, 2065.16667, 24770.83333, 7253.25, 18054.0, 3354.5, 9005.75]","[11.775, 11.91667, 11.94167, 13.73333, 13.63333, 13.25833, 13.55]","[16752, 2993, 33376, 7335, 20184, 1983, 10927]","[0.12499, 0.17273, 0.16095, 0.1388, 0.1525, 0.07835, 0.16439]","['(28.702847, -81.77870209999999)', '(29.3178545, -82.82097399999999)', '(28.3232418, -82.4319405)', '(28.8848842, -82.5185837)', '(29.2787765, -82.12783999999999)', '(28.6747526, -82.08429009999999)', '(28.5578826, -82.4752757)']",7,True,False,False,False,0.1418157142857143,12.829761428571429
2010,FL,Hendry,2575.08333,14.291670000000002,3275,18361.33333,"(26.6105319, -81.0754657)",0.17836,"[527.41667, 2575.08333, 16922.25, 70846.75]","[9.55, 14.29167, 11.63333, 10.975]","[569, 3275, 13527, 106427]","[0.10262, 0.17836, 0.09307, 0.16481]","['(26.984415, -81.0754657)', '(26.6105319, -81.0754657)', '(26.069985, -81.42789839999999)', '(26.6514503, -80.2767327)']",4,True,False,True,False,0.134715,11.6125
2010,FL,Taylor,1001.58333,10.58333,1158,9472.66667,"(30.0993767, -83.67739279999999)",0.12225,"[11898.16667, 1001.58333, 797.58333, 1221.0, 1886.33333, 599.0, 247.91667]","[7.94167, 10.58333, 10.04167, 8.35833, 9.85833, 9.91667, 7.28333]","[26201, 1158, 1375, 1541, 2183, 773, 118]","[0.17471, 0.12225, 0.17304, 0.10563, 0.11397, 0.12794, 0.03467]","['(30.4906177, -84.1857115)', '(30.0993767, -83.67739279999999)', '(30.4586334, -83.5070203)', '(30.1301689, -84.3542049)', '(30.24850959999999, -82.99316069999999)', '(30.4311978, -83.8897057)', '(30.0299573, -83.2077645)']",7,True,False,False,False,0.12174428571428572,9.140475714285714
2010,FL,Hamilton,550.25,11.46667,804,4807.9166700000005,"(30.47559579999999, -82.95015579999999)",0.16722,"[1305.83333, 465.66667, 797.58333, 3119.16667, 550.25, 1886.33333, 247.91667, 703.75, 320.58333, 153.5, 408.08333, 4898.91667]","[11.3, 8.5, 10.04167, 10.83333, 11.46667, 9.85833, 7.28333, 9.625, 11.09167, 8.18333, 10.53333, 9.6]","[789, 394, 1375, 4858, 804, 2183, 118, 1386, 438, 106, 208, 8471]","[0.0683, 0.07192, 0.17304, 0.16875, 0.16722, 0.11397, 0.03467, 0.18962, 0.15108, 0.05652, 0.05372, 0.16604]","['(30.3931168, -82.3017728)', '(30.0745112, -82.34518899999999)', '(30.4586334, -83.5070203)', '(30.1812696, -82.605118)', '(30.47559579999999, -82.95015579999999)', '(30.24850959999999, -82.99316069999999)', '(30.0299573, -83.2077645)', '(30.8730159, -83.54965659999999)', '(30.9716985, -82.82097399999999)', '(30.7503289, -82.95015579999999)', '(31.02912689999999, -83.03613759999999)', '(30.8600022, -83.2934086)']",12,True,False,False,False,0.11790416666666667,9.859721666666667
2010,FL,Charlotte,8447.08333,12.75,9171,66293.0,"(26.8946009, -81.909826)",0.13834000000000002,"[35446.08333, 1600.0, 1353.66667, 16822.16667, 19397.16667, 8447.08333, 4659.91667]","[12.51667, 12.25833, 11.64167, 11.41667, 11.6, 12.75, 12.54167]","[37123, 2655, 1843, 29787, 28739, 9171, 5032]","[0.13107, 0.20296, 0.15667, 0.20185, 0.17186, 0.13834, 0.1351]","['(26.6630286, -81.9534815)', '(27.2142078, -81.77870209999999)', '(27.4501733, -81.8224362)', '(27.4799195, -82.34518899999999)', '(27.1995986, -82.34518899999999)', '(26.8946009, -81.909826)', '(27.3400286, -81.34002679999999)']",7,True,False,False,False,0.16255,12.103572857142858
2010,FL,Miami-Dade,136170.9167,11.125,272967,1225396.4170000001,"(25.5516034, -80.6326916)",0.22275999999999999,"[95090.41667, 136170.9167]","[10.14167, 11.125]","[151956, 272967]","[0.16225, 0.22276]","['(26.190096, -80.365865)', '(25.5516034, -80.6326916)']",2,True,False,True,False,0.192505,10.633334999999999
