,Year,State,County,Average Number Unemployed,Average Percent Unemployed,Number of Crimes,Total Labor Force,Crimes Per 100 Workers
1833,2013,GA,richmond,8522.666667,9.816666667,23316,86713.58333,26.88852092672481
1834,2014,GA,richmond,7321.5,8.65,6952,84626.83333,8.214888501015828
1835,2015,GA,richmond,6231.416667,7.4,704,84282.58333,0.8352852655732663
1836,2010,GA,rockdale,4749.5,11.30833333,7280,41959.25,17.35016712643815
1837,2011,GA,rockdale,4741.75,11.21666667,7860,42258.0,18.600028396989917
1838,2012,GA,rockdale,4294.416667,10.18333333,7241,42138.25,17.183912478567574
1839,2013,GA,rockdale,3857.333333,9.15,7240,42178.66667,17.165075550265136
1840,2014,GA,rockdale,3287.0,7.816666667000001,5920,42028.16667,14.085791670341255
1841,2015,GA,rockdale,2755.5,6.541666667,5537,42271.66667,13.098608207775216
1842,2010,GA,seminole,423.91666669999995,12.54166667,310,3382.916667,9.163690108716475
1843,2011,GA,seminole,412.1666667,12.6,323,3272.083333,9.871386732191151
1844,2012,GA,seminole,355.0,10.89166667,436,3253.916667,13.399236815796426
1845,2013,GA,seminole,320.9166667,10.225,374,3138.333333,11.91715347975753
1846,2014,GA,seminole,293.5,9.416666667000001,327,3119.25,10.483289252224093
1847,2015,GA,seminole,249.83333330000002,8.083333332999999,346,3090.0,11.197411003236246
1848,2010,GA,spalding,4259.833333,14.85,7054,28668.58333,24.605331623130468
1849,2011,GA,spalding,4004.333333,14.00833333,7005,28573.41667,24.515794106466586
1850,2012,GA,spalding,3537.75,12.53333333,7189,28195.25,25.49720254298153
1851,2013,GA,spalding,3190.25,11.475,7513,27777.5,27.04707047070471
1852,2014,GA,spalding,2567.25,9.408333333,6709,27269.16667,24.602878706157398
1853,2015,GA,spalding,2179.75,8.05,5870,27113.5,21.64973168347871
1854,2010,GA,stephens,1462.583333,12.29166667,2056,11891.41667,17.289781840602174
1855,2011,GA,stephens,1403.083333,11.94166667,2096,11742.58333,17.849564623868844
1856,2012,GA,stephens,1234.583333,10.5,2022,11762.83333,17.189736037856452
1857,2013,GA,stephens,1053.25,9.141666667,2158,11511.08333,18.747149491793316
1858,2014,GA,stephens,854.5,7.625,1750,11209.25,15.612106073109263
1859,2015,GA,stephens,709.4166667000001,6.541666667,2038,10862.41667,18.761939096191934
1860,2010,GA,tattnall,875.9166667000002,9.058333333,838,9678.083333,8.658739247910958
1861,2011,GA,tattnall,869.4166667000002,8.808333333,936,9874.5,9.47896096004861
1862,2012,GA,tattnall,817.0833332999999,8.325,850,9814.416667,8.660728689643273
1863,2013,GA,tattnall,760.3333332999999,7.933333332999999,746,9561.75,7.801919104766387
1864,2014,GA,tattnall,658.9166667000001,6.933333332999999,760,9520.75,7.982564398813119
1865,2015,GA,tattnall,571.75,6.141666667000001,785,9276.75,8.462015253186731
1866,2010,GA,chattooga,1245.75,11.66666667,556,10670.41667,5.210668122859723
1867,2011,GA,chattooga,1166.583333,11.03333333,916,10577.33333,8.660027734986773
1868,2012,GA,chattooga,1090.083333,10.23333333,1070,10642.33333,10.054186115217274
1869,2013,GA,chattooga,948.3333332999998,8.991666667,1187,10537.75,11.264264193020331
1870,2014,GA,chattooga,796.9166667000001,7.575,1228,10514.5,11.679109800751343
1871,2015,GA,chattooga,650.5,6.158333333,1110,10552.25,10.519083607761377
1872,2010,GA,effingham,2467.0,9.575,1145,25777.25,4.441901288927252
1873,2011,GA,effingham,2387.583333,9.308333333,1287,25638.41667,5.019810765092773
1874,2012,GA,effingham,2171.583333,8.366666667,1117,25958.0,4.3031050157947455
1875,2013,GA,effingham,1873.6666670000002,7.141666667000001,974,26176.66667,3.72087100423776
1876,2014,GA,effingham,1625.583333,6.183333332999999,875,26263.25,3.3316516425042595
1877,2015,GA,effingham,1388.75,5.108333333,1389,27171.33333,5.11200530033025
1878,2010,GA,habersham,1956.5833329999998,10.68333333,1612,18346.16667,8.786576667462489
1879,2011,GA,habersham,1926.0,10.49166667,1528,18336.66667,8.333030356601885
1880,2012,GA,habersham,1754.1666670000002,9.508333333,1600,18426.91667,8.68295021165904
1881,2013,GA,habersham,1548.083333,8.008333333,2258,19316.33333,11.689589123486096
1882,2014,GA,habersham,1313.833333,6.925,2034,18967.66667,10.723511939489393
1883,2015,GA,habersham,1075.25,5.716666667,1438,18817.91667,7.641653564618532
1884,2010,GA,whitfield,5660.666667,11.88333333,6544,47638.66667,13.736740461968097
1885,2011,GA,whitfield,5615.833333,11.825,6915,47461.58333,14.569678284687768
1886,2012,GA,whitfield,4867.583333,10.63333333,6600,45754.0,14.424968308781747
1887,2013,GA,whitfield,4266.75,9.55,6376,44657.83333,14.277450392374421
1888,2014,GA,whitfield,3491.25,7.808333332999999,6388,44721.75,14.28387753162611
1889,2015,GA,whitfield,2910.666667,6.3833333329999995,5909,45600.66667,12.958143885838064
1890,2010,GA,jeff davis,814.75,12.78333333,1206,6371.75,18.927296268685996
1891,2011,GA,jeff davis,820.25,12.60833333,1194,6512.083333,18.335146203510664
1892,2012,GA,jeff davis,736.75,11.54166667,1106,6381.916667,17.3302168879605
1893,2013,GA,jeff davis,633.9166667000001,9.916666667000001,920,6383.333333,14.412532637828331
1894,2014,GA,jeff davis,520.0,8.125,924,6395.0,14.448788115715402
1895,2015,GA,jeff davis,422.16666669999995,6.666666667,752,6343.5,11.85465437061559
1896,2010,GA,meriwether,1282.416667,13.73333333,1136,9336.833333,12.166865997114183
1897,2011,GA,meriwether,1234.75,13.34166667,1138,9243.916667,12.310798993489023
1898,2012,GA,meriwether,1085.333333,12.0,941,9031.5,10.419088744948237
1899,2013,GA,meriwether,948.0,10.75,1076,8814.583333,12.207043252647868
1900,2014,GA,meriwether,849.4166667000002,9.716666667,1142,8743.25,13.061504589254568
1901,2015,GA,meriwether,694.5833332999999,8.008333333,895,8671.416667,10.321266228689229
1902,2010,GA,oglethorpe,683.4166667000001,9.658333333,1135,7079.5,16.032205664241825
1903,2011,GA,oglethorpe,680.0,9.716666667,1424,6999.333333,20.34479474332531
1904,2012,GA,oglethorpe,588.25,8.541666667000001,1009,6893.166667,14.637684662847859
1905,2013,GA,oglethorpe,509.58333330000005,7.55,798,6738.333333,11.842691071572728
1906,2014,GA,oglethorpe,439.0,6.6,797,6658.833333,11.96906365038766
1907,2015,GA,oglethorpe,372.8333333,5.541666667,812,6728.0,12.068965517241379
1908,2010,GA,chattahoochee,242.33333330000002,10.91666667,0,2218.083333,0.0
1909,2011,GA,chattahoochee,273.5,11.525,148,2368.916667,6.247581523727782
1910,2012,GA,chattahoochee,304.9166667,11.725,47,2601.0,1.8069973087274125
1911,2013,GA,chattahoochee,269.8333333,10.95833333,54,2460.416667,2.1947502113876713
1912,2014,GA,chattahoochee,215.58333330000002,9.683333333,16,2228.5,0.7179717298631366
1913,2015,GA,chattahoochee,184.83333330000002,8.741666667,9,2109.75,0.42659082829719164
1914,2010,HI,maui,6742.666667,8.533333333,13175,78965.58333,16.684483852846633
1915,2011,HI,maui,6381.666667,7.916666667,12653,80506.25,15.716792174520611
1916,2012,HI,maui,5087.0,6.425,12893,79170.91667,16.285020487688133
1917,2013,HI,maui,4138.416667,5.191666667,12375,79886.5,15.490727469597493
1918,2014,HI,maui,3727.083333,4.525,12675,82430.66667,15.376558885229747
1919,2015,HI,maui,3111.166667,3.708333333,13232,83930.16667,15.765487577340467
1920,2010,HI,kauai,3003.666667,8.741666667,5454,34320.5,15.891376873880041
1921,2011,HI,kauai,3034.916667,8.683333333,5729,34903.83333,16.413669942309454
1922,2012,HI,kauai,2484.5,7.333333333,5612,33877.08333,16.565770864430554
1923,2013,HI,kauai,1930.1666670000002,5.683333332999999,3462,33999.91667,10.18237789698677
1924,2014,HI,kauai,1680.6666670000002,4.825,2242,34791.75,6.444056421421745
1925,2015,HI,kauai,1415.166667,4.025,3525,35153.41667,10.027474805907678
1926,2010,HI,hawaii,8662.166667,9.866666667,11557,87774.0,13.166769202725181
1927,2011,HI,hawaii,8722.666667,9.833333332999999,10435,88674.75,11.767724183039704
1928,2012,HI,hawaii,7170.083333,8.325,11607,86114.41667,13.478579370141135
1929,2013,HI,hawaii,5770.25,6.691666667000001,11688,86180.41667,13.562245869331788
1930,2014,HI,hawaii,4844.333333,5.533333333,14382,87707.66667,16.397654328340828
1931,2015,HI,hawaii,3906.583333,4.391666667,14223,88718.08333,16.031680877387146
1932,2010,IA,ida,196.25,5.1,128,3846.5,3.3277005069543746
1933,2011,IA,ida,184.08333330000002,4.85,92,3793.25,2.4253608383312466
1934,2012,IA,ida,152.16666669999998,4.041666667,199,3773.166667,5.274084543904405
1935,2013,IA,ida,151.75,4.0,108,3813.416667,2.8321059414932277
1936,2014,IA,ida,139.25,3.583333333,190,3895.0,4.878048780487805
1937,2015,IA,ida,123.83333329999999,3.133333333,211,3962.5,5.3249211356466875
1938,2010,IA,lee,1574.416667,8.858333333,2352,17741.75,13.256865867234065
1939,2011,IA,lee,1419.5,8.133333333,2662,17439.25,15.264417907880212
1940,2012,IA,lee,1257.5,7.208333333,2395,17479.75,13.701568958366108
1941,2013,IA,lee,1220.166667,7.125,2069,17127.91667,12.079694453581203
1942,2014,IA,lee,1044.583333,5.9,1878,17758.66667,10.575118250136061
1943,2015,IA,lee,989.8333332999998,5.391666667000001,2228,18283.0,12.186183886670678
1944,2010,IA,cass,464.0,6.275,492,7409.75,6.639900131583387
1945,2011,IA,cass,434.41666669999995,5.958333333,487,7288.75,6.681529754759047
1946,2012,IA,cass,373.6666667,5.2,467,7193.583333,6.491896713807069
1947,2013,IA,cass,368.0833333,5.083333333,306,7291.083333,4.196907181337794
1948,2014,IA,cass,319.8333333,4.325,413,7393.833333,5.585735861217039
1949,2015,IA,cass,272.25,3.65,485,7461.333333,6.500178699361159
1950,2010,IA,iowa,530.8333333,5.5,326,9660.666667,3.374508315389742
1951,2011,IA,iowa,480.91666669999995,4.991666667,270,9608.5,2.810011968569496
1952,2012,IA,iowa,432.0,4.508333333,200,9594.583333,2.084509488933322
1953,2013,IA,iowa,411.0,4.158333333,264,9928.416667,2.6590342534422566
1954,2014,IA,iowa,426.66666669999995,4.191666667,227,10221.25,2.2208633973339853
1955,2015,IA,iowa,367.3333333,3.541666667,265,10390.08333,2.550508899527758
1956,2010,IA,page,483.33333330000005,6.783333333,650,7131.0,9.115131117655308
1957,2011,IA,page,390.5,5.691666667000001,565,6855.916667,8.241056994166057
1958,2012,IA,page,359.1666667,5.375,487,6675.416667,7.295424754644757
1959,2013,IA,page,346.4166667,5.3,716,6555.0,10.922959572845157
1960,2014,IA,page,293.0833333,4.45,450,6607.666667,6.81027089709881
1961,2015,IA,page,273.8333333,4.166666667,557,6575.416667,8.470946073963832
1962,2010,IA,polk,14600.666669999999,5.975,5353,244946.1667,2.1853781474180547
1963,2011,IA,polk,13767.0,5.658333333,5780,242973.3333,2.3788618781730317
1964,2012,IA,polk,12649.16667,5.166666667,5669,244144.1667,2.321988715366673
1965,2013,IA,polk,12046.08333,4.816666667,5274,250429.4167,2.1059826235661236
1966,2014,IA,polk,10819.16667,4.225,5121,256027.8333,2.0001731585172933
1967,2015,IA,polk,9478.916667,3.7,5242,255840.9167,2.048929494005366
1968,2010,IA,tama,602.1666667000001,6.425,373,9357.25,3.9862138983141415
1969,2011,IA,tama,561.0,6.1,221,9189.5,2.4049186571630665
1970,2012,IA,tama,545.25,5.9916666670000005,363,9089.0,3.9938387061282867
1971,2013,IA,tama,506.25,5.558333332999999,450,9108.416667,4.940485448259743
1972,2014,IA,tama,488.08333330000005,5.275,399,9252.25,4.31246453565349
1973,2015,IA,tama,424.75,4.4,434,9675.75,4.485440405136553
1974,2010,IA,adair,227.41666669999998,5.541666667,120,4105.166667,2.923145629253936
1975,2011,IA,adair,198.91666669999998,4.858333333,118,4095.5,2.881211085337566
1976,2012,IA,adair,177.08333330000002,4.366666667,155,4047.75,3.829287875980483
1977,2013,IA,adair,171.58333330000002,4.241666667,96,4073.25,2.35684036089118
1978,2014,IA,adair,166.83333330000002,4.033333333,120,4157.416667,2.8864078251408998
1979,2015,IA,adair,137.33333330000002,3.258333333,113,4226.25,2.6737651582372077
1980,2010,IA,adams,108.41666670000001,4.825,168,2240.416667,7.498605169053583
1981,2011,IA,adams,97.91666667,4.433333333,102,2208.666667,4.618170841440058
1982,2012,IA,adams,86.58333333,3.958333333,128,2182.916667,5.863714448426995
1983,2013,IA,adams,79.16666667,3.691666667,50,2150.75,2.3247704289201443
1984,2014,IA,adams,74.08333333,3.35,85,2214.833333,3.837760554419108
1985,2015,IA,adams,64.5,2.816666667,71,2291.0,3.0990833697075515
1986,2010,IA,boone,848.0833332999998,5.708333333,775,14846.0,5.220261349858548
1987,2011,IA,boone,726.5833332999999,4.941666667,1102,14657.083330000001,7.518549053647224
1988,2012,IA,boone,630.5833332999999,4.333333333,883,14570.666669999999,6.060120789243202
1989,2013,IA,boone,603.1666667000001,4.058333333,784,14884.5,5.2672242937283755
1990,2014,IA,boone,517.0833333,3.4083333330000003,812,15213.916669999999,5.337218663759121
1991,2015,IA,boone,466.08333330000005,3.05,591,15321.666669999999,3.8572827142701445
1992,2010,IA,cedar,592.4166667000001,5.391666667000001,303,10989.0,2.7573027573027575
1993,2011,IA,cedar,561.3333332999999,5.158333333,263,10873.58333,2.418705885799286
1994,2012,IA,cedar,484.83333330000005,4.541666667,380,10663.5,3.5635579312608434
1995,2013,IA,cedar,465.66666669999995,4.3,323,10813.83333,2.986914909294242
1996,2014,IA,cedar,421.75,3.858333333,332,10940.16667,3.034688684500636
1997,2015,IA,cedar,379.8333333,3.458333333,247,10992.0,2.247088791848617
1998,2010,IA,davis,302.5,7.1166666670000005,76,4252.666667,1.7871139675664591
1999,2011,IA,davis,254.5,6.075,84,4186.166667,2.006609069394704
2000,2012,IA,davis,235.58333330000002,5.7583333329999995,50,4090.25,1.2224191675325469
2001,2013,IA,davis,227.25,5.516666667000001,78,4121.333333,1.8925913945238269
2002,2014,IA,davis,210.58333330000002,5.091666667,50,4115.333333,1.2149684109197285
2003,2015,IA,davis,187.41666669999998,4.483333333,44,4179.25,1.0528204821439253
2004,2010,IA,floyd,619.4166667000001,7.2416666670000005,334,8549.0,3.9068896947011345
2005,2011,IA,floyd,537.1666667000001,6.458333333,364,8291.166667,4.3902144851190945
2006,2012,IA,floyd,507.16666669999995,6.233333332999999,424,8124.833333,5.218568586236377
2007,2013,IA,floyd,457.25,5.533333333,380,8274.583333,4.5923762527656935
2008,2014,IA,floyd,379.9166667,4.533333333,322,8420.75,3.82388742095419
2009,2015,IA,floyd,331.4166667,3.808333333,456,8706.916667,5.2372156233937694
2010,2010,IA,jones,705.5833332999999,6.341666667,508,11107.5,4.573486383074499
2011,2011,IA,jones,634.3333332999999,5.808333332999999,430,10914.91667,3.939562829479668
2012,2012,IA,jones,561.6666667000001,5.25,230,10676.08333,2.1543481152277595
2013,2013,IA,jones,570.0,5.316666667,286,10733.58333,2.664534211987154
2014,2014,IA,jones,531.75,4.933333333,275,10809.41667,2.54407807928455
2015,2015,IA,jones,453.91666669999995,4.225,264,10789.08333,2.446917795749382
2016,2010,IA,lucas,258.6666667,6.1166666670000005,418,4232.666667,9.875570955278343
2017,2011,IA,lucas,220.83333330000002,5.266666667,415,4184.666667,9.917157877177221
2018,2012,IA,lucas,199.0,4.758333333,522,4183.583333,12.477341992508602
2019,2013,IA,lucas,199.16666669999998,4.675,571,4246.0,13.447951012717851
2020,2014,IA,lucas,168.25,3.916666667,412,4316.75,9.54421729310245
2021,2015,IA,lucas,156.83333330000002,3.575,399,4404.5,9.058917016687479
2022,2010,IA,mills,398.9166667,5.25,755,7609.583333,9.921699611670446
2023,2011,IA,mills,368.0,4.95,879,7447.0,11.803410769437358
2024,2012,IA,mills,333.8333333,4.583333333,822,7264.0,11.316079295154186
2025,2013,IA,mills,321.6666667,4.4,623,7326.833333,8.502991288119151
2026,2014,IA,mills,323.75,4.366666667,541,7409.0,7.301930085031719
2027,2015,IA,mills,305.0,4.108333333,449,7430.166667,6.0429330878157534
2028,2010,IA,sioux,770.5833332999999,3.925,391,19670.91667,1.9877060462378544
2029,2011,IA,sioux,719.3333332999999,3.675,306,19529.58333,1.5668537051169127
2030,2012,IA,sioux,668.6666667000001,3.441666667,405,19375.25,2.090295609088915
2031,2013,IA,sioux,676.0,3.4666666669999997,319,19569.83333,1.6300598713376981
2032,2014,IA,sioux,591.6666667000001,2.95,273,20162.08333,1.3540267418386867
2033,2015,IA,sioux,513.75,2.483333333,273,20772.33333,1.3142481187018387
2034,2010,IA,wayne,176.83333330000002,6.1333333329999995,71,2876.083333,2.468635007384885
2035,2011,IA,wayne,156.08333330000002,5.525,60,2823.333333,2.125147579943937
2036,2012,IA,wayne,151.66666669999998,5.425,34,2791.916667,1.2178013907748202
2037,2013,IA,wayne,147.5,5.191666667,40,2849.916667,1.4035498112338314
2038,2014,IA,wayne,144.5,5.033333333,92,2876.083333,3.198794657456471
2039,2015,IA,wayne,112.83333329999999,3.941666667,165,2851.916667,5.785582794519992
2040,2010,IA,worth,314.6666667,7.266666667000001,222,4341.583333,5.113341907147035
2041,2011,IA,worth,273.8333333,6.391666667000001,208,4287.583333,4.8512176637850555
2042,2012,IA,worth,230.16666669999998,5.458333333,245,4221.333333,5.803853443288365
2043,2013,IA,worth,215.75,5.158333333,184,4184.5,4.397180069303381
2044,2014,IA,worth,190.66666669999998,4.533333333,138,4210.333333,3.277650225894835
2045,2015,IA,worth,169.66666669999998,4.016666667,112,4230.5,2.6474412008036876
2046,2010,IA,bremer,679.25,4.908333333,462,13864.083330000001,3.332351580722935
2047,2011,IA,bremer,604.3333332999999,4.366666667,625,13842.583330000001,4.515053188413784
2048,2012,IA,bremer,531.5,3.8416666669999997,488,13866.333330000001,3.5193153690038974
2049,2013,IA,bremer,529.9166667,3.7833333330000003,440,14000.583330000001,3.142726196680549
2050,2014,IA,bremer,520.5,3.683333333,482,14196.416669999999,3.395222972136109
2051,2015,IA,bremer,494.75,3.5333333330000003,544,13978.166669999999,3.891783613995211
2052,2010,IA,butler,496.25,6.058333332999999,22,8200.083333,0.26828995641378806
2053,2011,IA,butler,410.9166667,5.016666667,52,8171.416667,0.6363645634422279
2054,2012,IA,butler,370.8333333,4.516666667,32,8212.0,0.3896736483195324
2055,2013,IA,butler,374.4166667,4.533333333,32,8263.25,0.3872568299397937
2056,2014,IA,butler,354.3333333,4.225,26,8390.916667,0.30985887516024835
2057,2015,IA,butler,365.0,4.4,24,8285.25,0.28967140400108626
2058,2010,IA,clarke,366.8333333,7.65,305,4785.0,6.374085684430512
2059,2011,IA,clarke,328.8333333,7.016666667000001,289,4685.416667,6.168074699427793
2060,2012,IA,clarke,277.3333333,6.0,315,4610.583333,6.832107289882488
2061,2013,IA,clarke,252.5,5.4916666670000005,392,4585.5,8.548686075673317
2062,2014,IA,clarke,209.33333330000002,4.475,321,4684.333333,6.852629332302899
2063,2015,IA,clarke,196.91666669999998,4.133333333,395,4771.666667,8.27803003784296
2064,2010,IA,dallas,1700.0,4.55,1260,37295.66667,3.378408572633245
2065,2011,IA,dallas,1631.0,4.266666667,1167,38215.5,3.053734741139067
2066,2012,IA,dallas,1530.416667,3.9083333330000003,1074,39165.66667,2.7421976728986954
2067,2013,IA,dallas,1474.833333,3.6,1105,40905.83333,2.7013262169373826
2068,2014,IA,dallas,1404.666667,3.2833333330000003,1252,42773.75,2.927028843624887
2069,2015,IA,dallas,1261.166667,2.883333333,1461,43706.0,3.3427904635519154
2070,2010,IA,greene,306.3333333,5.9,116,5201.666667,2.2300544695783366
2071,2011,IA,greene,289.9166667,5.591666667,74,5188.75,1.4261623705131292
2072,2012,IA,greene,254.0,4.958333333,58,5117.166667,1.133439728942876
2073,2013,IA,greene,239.91666669999998,4.675,132,5124.416667,2.575902948135501
2074,2014,IA,greene,212.5,4.041666667,128,5280.583333,2.423974624168667
2075,2015,IA,greene,196.91666669999998,3.5333333330000003,228,5573.0,4.091153777139781
2076,2010,IA,howard,335.5,6.308333332999999,356,5338.75,6.668227581362679
2077,2011,IA,howard,284.1666667,5.333333333,291,5320.166667,5.469753453496459
