,Year,county,state,count
0,2010,ABBEVILLE,SC,1402
1,2010,ADAIR,KY,137
2,2010,ADAIR,OK,839
3,2010,ADAMS,CO,19408
4,2010,ADAMS,NE,1797
5,2010,ADAMS,OH,571
6,2010,ADAMS,PA,1227
7,2010,ADAMS,WA,1858
8,2010,ADAMS,WI,982
9,2010,ADDISON,VT,1582
10,2010,AIKEN,SC,11224
11,2010,ALACHUA,FL,21552
12,2010,ALAMEDA,CA,121814
13,2010,ALAMOSA,CO,1344
14,2010,ALBANY,NY,22068
15,2010,ALBANY,WY,2024
16,2010,ALFALFA,OK,93
17,2010,ALLEGANY,NY,1675
18,2010,ALLEGHENY,PA,54832
19,2010,ALLEN,KS,752
20,2010,ALLEN,KY,288
21,2010,ALLEN,OH,8193
22,2010,ALLENDALE,SC,1023
23,2010,ALPINE,CA,174
24,2010,AMADOR,CA,1903
25,2010,ANDERSON,KS,320
26,2010,ANDERSON,KY,346
27,2010,ANDERSON,SC,19249
28,2010,ANTELOPE,NE,41
29,2010,APACHE,AZ,847
30,2010,APPLING,GA,579
31,2010,ARAPAHOE,CO,13957
32,2010,ARCHULETA,CO,256
33,2010,ARMSTRONG,PA,603
34,2010,ARTHUR,NE,0
35,2010,ASHLAND,OH,1899
36,2010,ASHLAND,WI,862
37,2010,ASHTABULA,OH,895
38,2010,ASOTIN,WA,1226
39,2010,ATCHISON,KS,757
40,2010,ATHENS,OH,3561
41,2010,ATKINSON,GA,92
42,2010,ATLANTIC,NJ,22505
43,2010,ATOKA,OK,565
44,2010,AUGLAIZE,OH,484
45,2010,AURORA,SD,4
46,2010,BACA,CO,34
47,2010,BACON,GA,313
48,2010,BAKER,FL,789
49,2010,BAKER,GA,10
50,2010,BAKER,OR,461
51,2010,BALDWIN,GA,4711
52,2010,BALLARD,KY,421
53,2010,BAMBERG,SC,1465
54,2010,BANKS,GA,1173
55,2010,BANNER,NE,0
56,2010,BARBER,KS,44
57,2010,BARBOUR,WV,271
58,2010,BARNWELL,SC,2263
59,2010,BARREN,KY,990
60,2010,BARRON,WI,1315
61,2010,BARROW,GA,4648
62,2010,BARTON,KS,2526
63,2010,BARTOW,GA,7747
64,2010,BATH,KY,82
65,2010,BAY,FL,16811
66,2010,BAYFIELD,WI,627
67,2010,BEADLE,SD,72
68,2010,BEAUFORT,SC,12724
69,2010,BEAVER,OK,107
70,2010,BEAVER,PA,6165
71,2010,BECKHAM,OK,467
72,2010,BEDFORD,PA,974
73,2010,BELKNAP,NH,4198
74,2010,BELL,KY,1529
75,2010,BELMONT,OH,279
76,2010,BEN HILL,GA,476
77,2010,BENNETT,SD,44
78,2010,BENNINGTON,VT,1642
79,2010,BENT,CO,76
80,2010,BENTON,OR,3436
81,2010,BENTON,WA,9499
82,2010,BERGEN,NJ,25002
83,2010,BERKELEY,SC,12137
84,2010,BERKELEY,WV,5106
85,2010,BERKS,PA,8657
86,2010,BERNALILLO,NM,69495
87,2010,BERRIEN,GA,1090
88,2010,BIBB,GA,6033
89,2010,BIG HORN,WY,299
90,2010,BLAINE,NE,0
91,2010,BLAINE,OK,241
92,2010,BLAIR,PA,1982
93,2010,BLECKLEY,GA,941
94,2010,BON HOMME,SD,2
95,2010,BOONE,KY,6648
96,2010,BOONE,NE,0
97,2010,BOONE,WV,986
98,2010,BOULDER,CO,10081
99,2010,BOURBON,KS,1099
100,2010,BOURBON,KY,650
101,2010,BOX BUTTE,NE,368
102,2010,BOYD,KY,3628
103,2010,BOYD,NE,34
104,2010,BOYLE,KY,1405
105,2010,BRACKEN,KY,240
106,2010,BRADFORD,FL,1353
107,2010,BRADFORD,PA,1504
108,2010,BRANTLEY,GA,731
109,2010,BRAXTON,WV,318
110,2010,BREATHITT,KY,73
111,2010,BRECKINRIDGE,KY,112
112,2010,BREVARD,FL,40731
113,2010,BRONX,NY,40
114,2010,BROOKE,WV,445
115,2010,BROOKINGS,SD,522
116,2010,BROOKS,GA,1386
117,2010,BROOME,NY,11998
118,2010,BROWARD,FL,151956
119,2010,BROWN,KS,208
120,2010,BROWN,NE,72
121,2010,BROWN,OH,1021
122,2010,BROWN,SD,1265
123,2010,BROWN,WI,10090
124,2010,BRULE,SD,30
125,2010,BRYAN,GA,1286
126,2010,BRYAN,OK,2810
127,2010,BUCKS,PA,15786
128,2010,BUFFALO,NE,2293
129,2010,BUFFALO,SD,0
130,2010,BUFFALO,WI,212
131,2010,BULLITT,KY,2928
132,2010,BULLOCH,GA,5517
133,2010,BURKE,GA,2388
134,2010,BURLINGTON,NJ,16746
135,2010,BURNETT,WI,580
136,2010,BURT,NE,76
137,2010,BUTLER,KS,3483
138,2010,BUTLER,KY,56
139,2010,BUTLER,NE,140
140,2010,BUTLER,OH,20552
141,2010,BUTLER,PA,5036
142,2010,BUTTE,CA,13490
143,2010,BUTTE,SD,105
144,2010,BUTTS,GA,1429
145,2010,CABELL,WV,3946
146,2010,CADDO,OK,1195
147,2010,CALAVERAS,CA,1836
148,2010,CALDWELL,KY,612
149,2010,CALEDONIA,VT,1198
150,2010,CALHOUN,FL,260
151,2010,CALHOUN,GA,146
152,2010,CALHOUN,SC,925
153,2010,CALHOUN,WV,74
154,2010,CALLOWAY,KY,2545
155,2010,CALUMET,WI,1135
156,2010,CAMBRIA,PA,5639
157,2010,CAMDEN,GA,3258
158,2010,CAMDEN,NJ,38912
159,2010,CAMERON,PA,276
160,2010,CAMPBELL,KY,5972
161,2010,CAMPBELL,SD,6
162,2010,CAMPBELL,WY,2454
163,2010,CANADIAN,OK,3103
164,2010,CANDLER,GA,532
165,2010,CAPE MAY,NJ,9593
166,2010,CARBON,PA,2072
167,2010,CARBON,WY,746
168,2010,CARLISLE,KY,30
169,2010,CARROLL,GA,8054
170,2010,CARROLL,KY,184
171,2010,CARROLL,NH,2450
172,2010,CARROLL,OH,316
173,2010,CARTER,KY,347
174,2010,CARTER,OK,4407
175,2010,CASEY,KY,270
176,2010,CASS,NE,767
177,2010,CATOOSA,GA,2686
178,2010,CATRON,NM,26
179,2010,CATTARAUGUS,NY,3963
180,2010,CAYUGA,NY,3512
181,2010,CEDAR,NE,43
182,2010,CENTRE,PA,4127
183,2010,CHAFFEE,CO,533
184,2010,CHAMPAIGN,OH,1134
185,2010,CHARLES MIX,SD,152
186,2010,CHARLESTON,SC,10484
187,2010,CHARLOTTE,FL,9171
188,2010,CHARLTON,GA,444
189,2010,CHASE,KS,4
190,2010,CHASE,NE,80
191,2010,CHATHAM,GA,24747
192,2010,CHATTAHOOCHEE,GA,0
193,2010,CHATTOOGA,GA,556
194,2010,CHAUTAUQUA,KS,35
195,2010,CHAUTAUQUA,NY,7649
196,2010,CHAVES,NM,6267
197,2010,CHELAN,WA,4331
198,2010,CHEMUNG,NY,4167
199,2010,CHENANGO,NY,1954
200,2010,CHEROKEE,GA,6934
201,2010,CHEROKEE,KS,969
202,2010,CHEROKEE,OK,2134
203,2010,CHEROKEE,SC,3463
204,2010,CHERRY,NE,134
205,2010,CHESHIRE,NH,2910
206,2010,CHESTER,PA,11738
207,2010,CHESTER,SC,3351
208,2010,CHESTERFIELD,SC,3373
209,2010,CHEYENNE,CO,6
210,2010,CHEYENNE,KS,62
211,2010,CHEYENNE,NE,223
212,2010,CHIPPEWA,WI,1817
213,2010,CHITTENDEN,VT,9922
214,2010,CHOCTAW,OK,494
215,2010,CHRISTIAN,KY,4222
216,2010,CHURCHILL,NV,1194
217,2010,CIBOLA,NM,299
218,2010,CIMARRON,OK,38
219,2010,CITRUS,FL,7335
220,2010,CLACKAMAS,OR,19070
221,2010,CLALLAM,WA,4556
222,2010,CLARENDON,SC,2924
223,2010,CLARION,PA,314
224,2010,CLARK,KS,54
225,2010,CLARK,KY,2254
226,2010,CLARK,NV,139267
227,2010,CLARK,OH,13285
228,2010,CLARK,SD,26
229,2010,CLARK,WA,26292
230,2010,CLARK,WI,811
231,2010,CLARKE,GA,11434
232,2010,CLATSOP,OR,3005
233,2010,CLAY,FL,10443
234,2010,CLAY,GA,16
235,2010,CLAY,KS,316
236,2010,CLAY,KY,338
237,2010,CLAY,NE,0
238,2010,CLAY,SD,158
239,2010,CLAY,WV,144
240,2010,CLAYTON,GA,28358
241,2010,CLEAR CREEK,CO,421
242,2010,CLEARFIELD,PA,2141
243,2010,CLERMONT,OH,11952
244,2010,CLEVELAND,OK,13516
245,2010,CLINCH,GA,438
246,2010,CLINTON,KY,3
247,2010,CLINTON,NY,3661
248,2010,CLINTON,OH,1796
249,2010,CLINTON,PA,820
250,2010,CLOUD,KS,475
251,2010,COAL,OK,217
252,2010,COBB,GA,36248
253,2010,COCHISE,AZ,8026
254,2010,COCONINO,AZ,9739
255,2010,CODINGTON,SD,1415
256,2010,COFFEE,GA,2158
257,2010,COFFEY,KS,162
258,2010,COLFAX,NE,92
259,2010,COLFAX,NM,569
260,2010,COLLETON,SC,4786
261,2010,COLLIER,FL,13527
262,2010,COLQUITT,GA,2855
263,2010,COLUMBIA,FL,4858
264,2010,COLUMBIA,GA,5473
265,2010,COLUMBIA,NY,2147
266,2010,COLUMBIA,OR,1140
267,2010,COLUMBIA,PA,2676
268,2010,COLUMBIA,WA,396
269,2010,COLUMBIA,WI,1589
270,2010,COLUMBIANA,OH,432
271,2010,COLUSA,CA,1101
272,2010,COMANCHE,KS,18
273,2010,COMANCHE,OK,13143
274,2010,CONEJOS,CO,0
275,2010,CONTRA COSTA,CA,70182
276,2010,CONVERSE,WY,610
277,2010,COOK,GA,960
278,2010,COOS,NH,1094
279,2010,COOS,OR,3886
280,2010,CORSON,SD,20
281,2010,CORTLAND,NY,2133
282,2010,COSHOCTON,OH,1365
283,2010,COSTILLA,CO,0
284,2010,COTTON,OK,102
285,2010,COWETA,GA,6008
286,2010,COWLEY,KS,2483
287,2010,COWLITZ,WA,7513
288,2010,CRAIG,OK,570
289,2010,CRAWFORD,GA,1068
290,2010,CRAWFORD,KS,3665
291,2010,CRAWFORD,OH,1681
292,2010,CRAWFORD,PA,2739
293,2010,CRAWFORD,WI,0
294,2010,CREEK,OK,1714
295,2010,CRISP,GA,2715
296,2010,CRITTENDEN,KY,139
297,2010,CROOK,OR,1027
298,2010,CROOK,WY,185
299,2010,CROWLEY,CO,8
300,2010,CUMBERLAND,KY,28
301,2010,CUMBERLAND,NJ,12149
302,2010,CUMBERLAND,PA,5409
303,2010,CUMING,NE,56
304,2010,CURRY,NM,4520
305,2010,CURRY,OR,697
306,2010,CUSTER,CO,66
307,2010,CUSTER,NE,287
308,2010,CUSTER,OK,1054
309,2010,CUSTER,SD,136
310,2010,CUYAHOGA,OH,81674
311,2010,DADE,GA,559
312,2010,DAKOTA,NE,696
313,2010,DANE,WI,30224
314,2010,DARKE,OH,1274
315,2010,DARLINGTON,SC,7730
316,2010,DAUPHIN,PA,16213
317,2010,DAVIESS,KY,5492
318,2010,DAVISON,SD,1094
319,2010,DAWES,NE,393
320,2010,DAWSON,GA,994
321,2010,DAWSON,NE,1098
322,2010,DAY,SD,0
323,2010,DE BACA,NM,0
324,2010,DECATUR,GA,2108
325,2010,DECATUR,KS,35
326,2010,DEFIANCE,OH,1798
327,2010,DEKALB,GA,77708
328,2010,DEL NORTE,CA,1721
329,2010,DELAWARE,NY,1479
330,2010,DELAWARE,OH,4478
331,2010,DELAWARE,OK,1501
332,2010,DELAWARE,PA,25598
333,2010,DELTA,CO,1364
334,2010,DESCHUTES,OR,10697
335,2010,DESOTO,FL,2655
336,2010,DEUEL,NE,42
337,2010,DEUEL,SD,42
338,2010,DEWEY,OK,32
339,2010,DEWEY,SD,20
340,2010,DICKINSON,KS,1032
341,2010,DILLON,SC,4985
342,2010,DIXIE,FL,1255
343,2010,DIXON,NE,124
344,2010,DODDRIDGE,WV,99
345,2010,DODGE,GA,1919
346,2010,DODGE,NE,2076
347,2010,DODGE,WI,2349
348,2010,DOLORES,CO,56
349,2010,DONA ANA,NM,14044
350,2010,DONIPHAN,KS,356
351,2010,DOOLY,GA,198
352,2010,DOOR,WI,550
353,2010,DORCHESTER,SC,6209
354,2010,DOUGHERTY,GA,11949
355,2010,DOUGLAS,CO,7442
356,2010,DOUGLAS,GA,9295
357,2010,DOUGLAS,KS,10182
358,2010,DOUGLAS,NE,42266
359,2010,DOUGLAS,NV,1762
360,2010,DOUGLAS,OR,4790
361,2010,DOUGLAS,SD,10
362,2010,DOUGLAS,WA,1425
363,2010,DOUGLAS,WI,4209
364,2010,DUNDY,NE,0
365,2010,DUNN,WI,1275
366,2010,DUTCHESS,NY,11308
367,2010,DUVAL,FL,92118
368,2010,EAGLE,CO,2216
369,2010,EARLY,GA,658
370,2010,EAU CLAIRE,WI,981
371,2010,ECHOLS,GA,106
372,2010,EDDY,NM,4803
373,2010,EDGEFIELD,SC,1241
374,2010,EDMONSON,KY,135
375,2010,EDMUNDS,SD,4
376,2010,EDWARDS,KS,65
377,2010,EFFINGHAM,GA,1145
378,2010,EL DORADO,CA,6536
379,2010,EL PASO,CO,44292
380,2010,ELBERT,CO,129
381,2010,ELBERT,GA,2518
382,2010,ELK,KS,58
383,2010,ELK,PA,1253
384,2010,ELKO,NV,2011
385,2010,ELLIOTT,KY,0
386,2010,ELLIS,KS,1734
387,2010,ELLIS,OK,102
388,2010,ELLSWORTH,KS,225
389,2010,EMANUEL,GA,808
390,2010,ERIE,NY,64987
391,2010,ERIE,OH,4224
392,2010,ERIE,PA,15516
393,2010,ESCAMBIA,FL,30956
394,2010,ESMERALDA,NV,7
395,2010,ESSEX,NJ,51474
396,2010,ESSEX,NY,1050
397,2010,ESSEX,VT,0
398,2010,ESTILL,KY,434
399,2010,EUREKA,NV,52
400,2010,EVANS,GA,446
401,2010,FAIRFIELD,OH,7778
402,2010,FAIRFIELD,SC,2360
403,2010,FALL RIVER,SD,80
404,2010,FANNIN,GA,995
405,2010,FAULK,SD,24
406,2010,FAYETTE,GA,3250
407,2010,FAYETTE,KY,27449
408,2010,FAYETTE,OH,2130
409,2010,FAYETTE,PA,5955
410,2010,FAYETTE,WV,1199
411,2010,FERRY,WA,100
412,2010,FILLMORE,NE,0
413,2010,FINNEY,KS,2916
414,2010,FLAGLER,FL,4664
415,2010,FLEMING,KY,142
416,2010,FLORENCE,SC,14354
417,2010,FLORENCE,WI,270
418,2010,FLOYD,GA,7717
419,2010,FLOYD,KY,436
420,2010,FOND DU LAC,WI,3635
421,2010,FORD,KS,2359
422,2010,FOREST,PA,209
423,2010,FOREST,WI,515
424,2010,FORSYTH,GA,4784
425,2010,FRANKLIN,FL,567
426,2010,FRANKLIN,GA,1048
427,2010,FRANKLIN,KS,1456
428,2010,FRANKLIN,KY,2761
429,2010,FRANKLIN,NE,20
430,2010,FRANKLIN,NY,1560
431,2010,FRANKLIN,OH,19354
432,2010,FRANKLIN,PA,3928
433,2010,FRANKLIN,VT,2225
434,2010,FRANKLIN,WA,3784
435,2010,FREMONT,CO,1382
436,2010,FREMONT,WY,2103
437,2010,FRESNO,CA,89150
438,2010,FRONTIER,NE,0
439,2010,FULTON,GA,45679
440,2010,FULTON,KY,294
441,2010,FULTON,NY,3382
442,2010,FULTON,OH,1674
443,2010,FULTON,PA,459
444,2010,FURNAS,NE,0
445,2010,GADSDEN,FL,3473
446,2010,GAGE,NE,1374
447,2010,GALLATIN,KY,84
448,2010,GALLIA,OH,2485
449,2010,GARDEN,NE,0
450,2010,GARFIELD,CO,1044
451,2010,GARFIELD,NE,0
452,2010,GARFIELD,OK,4986
453,2010,GARFIELD,WA,115
454,2010,GARRARD,KY,298
455,2010,GARVIN,OK,1491
456,2010,GEARY,KS,1575
457,2010,GEAUGA,OH,1324
458,2010,GENESEE,NY,2923
459,2010,GEORGETOWN,SC,5237
460,2010,GILA,AZ,2629
461,2010,GILCHRIST,FL,348
462,2010,GILLIAM,OR,34
463,2010,GILMER,GA,892
464,2010,GILMER,WV,160
465,2010,GILPIN,CO,507
466,2010,GLADES,FL,569
467,2010,GLASCOCK,GA,40
468,2010,GLENN,CA,1369
469,2010,GLOUCESTER,NJ,16781
470,2010,GLYNN,GA,10146
471,2010,GORDON,GA,3305
472,2010,GOSHEN,WY,510
473,2010,GOSPER,NE,0
474,2010,GOVE,KS,52
475,2010,GRADY,GA,1008
476,2010,GRADY,OK,3137
477,2010,GRAFTON,NH,3754
478,2010,GRAHAM,AZ,1486
479,2010,GRAHAM,KS,136
480,2010,GRAND,CO,545
481,2010,GRAND ISLE,VT,142
482,2010,GRANT,KS,250
483,2010,GRANT,KY,547
484,2010,GRANT,NE,0
485,2010,GRANT,NM,1938
486,2010,GRANT,OK,101
487,2010,GRANT,OR,101
488,2010,GRANT,SD,0
489,2010,GRANT,WA,9171
490,2010,GRANT,WI,1864
491,2010,GRANT,WV,184
492,2010,GRAVES,KY,1036
493,2010,GRAY,KS,74
494,2010,GRAYS HARBOR,WA,5634
495,2010,GRAYSON,KY,632
496,2010,GREELEY,KS,26
497,2010,GREELEY,NE,4
498,2010,GREEN,KY,52
499,2010,GREEN,WI,1323
500,2010,GREEN LAKE,WI,318
501,2010,GREENBRIER,WV,530
502,2010,GREENE,GA,996
503,2010,GREENE,NY,1645
504,2010,GREENE,OH,8826
505,2010,GREENE,PA,1270
506,2010,GREENLEE,AZ,78
507,2010,GREENUP,KY,615
508,2010,GREENVILLE,SC,35009
509,2010,GREENWOOD,KS,177
510,2010,GREENWOOD,SC,8336
511,2010,GREER,OK,146
512,2010,GREGORY,SD,0
513,2010,GUADALUPE,NM,210
514,2010,GUERNSEY,OH,2149
515,2010,GULF,FL,394
516,2010,GUNNISON,CO,901
517,2010,GWINNETT,GA,46787
518,2010,HAAKON,SD,6
519,2010,HABERSHAM,GA,1612
520,2010,HALL,GA,9648
521,2010,HALL,NE,5441
522,2010,HAMILTON,FL,804
523,2010,HAMILTON,KS,2
524,2010,HAMILTON,NE,140
525,2010,HAMILTON,NY,104
526,2010,HAMILTON,OH,79687
527,2010,HAMLIN,SD,103
528,2010,HAMPSHIRE,WV,599
529,2010,HAMPTON,SC,1458
530,2010,HANCOCK,GA,284
531,2010,HANCOCK,KY,68
532,2010,HANCOCK,OH,3329
533,2010,HANCOCK,WV,42
534,2010,HAND,SD,32
535,2010,HANSON,SD,30
536,2010,HARALSON,GA,1478
537,2010,HARDEE,FL,1843
538,2010,HARDIN,KY,4159
539,2010,HARDIN,OH,1642
540,2010,HARDING,NM,0
541,2010,HARDING,SD,2
542,2010,HARDY,WV,333
543,2010,HARLAN,KY,497
544,2010,HARLAN,NE,2
545,2010,HARMON,OK,175
546,2010,HARNEY,OR,282
547,2010,HARPER,KS,157
548,2010,HARPER,OK,26
549,2010,HARRIS,GA,856
550,2010,HARRISON,KY,1174
551,2010,HARRISON,OH,468
552,2010,HARRISON,WV,3980
553,2010,HART,GA,1806
554,2010,HART,KY,84
555,2010,HARVEY,KS,1469
556,2010,HASKELL,KS,0
557,2010,HASKELL,OK,326
558,2010,HAYES,NE,0
559,2010,HEARD,GA,472
560,2010,HENDERSON,KY,2487
561,2010,HENDRY,FL,3275
562,2010,HENRY,GA,11853
563,2010,HENRY,KY,72
564,2010,HENRY,OH,1382
565,2010,HERKIMER,NY,2599
566,2010,HERNANDO,FL,10927
567,2010,HICKMAN,KY,0
568,2010,HIDALGO,NM,48
569,2010,HIGHLAND,OH,2679
570,2010,HIGHLANDS,FL,5032
571,2010,HILLSBOROUGH,FL,85246
572,2010,HILLSBOROUGH,NH,19301
573,2010,HINSDALE,CO,40
574,2010,HITCHCOCK,NE,54
575,2010,HOCKING,OH,1675
576,2010,HODGEMAN,KS,70
577,2010,HOLMES,FL,585
578,2010,HOLMES,OH,629
579,2010,HOLT,NE,14
580,2010,HOOD RIVER,OR,278
581,2010,HOOKER,NE,2
582,2010,HOPKINS,KY,697
583,2010,HORRY,SC,34617
584,2010,HOT SPRINGS,WY,162
585,2010,HOUSTON,GA,2408
586,2010,HOWARD,NE,6
587,2010,HUDSON,NJ,31191
588,2010,HUERFANO,CO,23
589,2010,HUGHES,OK,749
590,2010,HUGHES,SD,1044
591,2010,HUMBOLDT,CA,9738
592,2010,HUMBOLDT,NV,475
593,2010,HUNTERDON,NJ,2216
594,2010,HUNTINGDON,PA,385
595,2010,HURON,OH,780
596,2010,HUTCHINSON,SD,20
597,2010,HYDE,SD,0
598,2010,IMPERIAL,CA,12799
599,2010,INDIAN RIVER,FL,9400
600,2010,INDIANA,PA,1473
601,2010,INYO,CA,635
602,2010,IOWA,WI,653
603,2010,IRON,WI,322
604,2010,IRWIN,GA,698
605,2010,ISLAND,WA,2417
606,2010,JACKSON,CO,20
607,2010,JACKSON,FL,3058
608,2010,JACKSON,GA,2716
609,2010,JACKSON,KS,499
610,2010,JACKSON,KY,202
611,2010,JACKSON,OH,879
612,2010,JACKSON,OK,1712
613,2010,JACKSON,OR,13076
614,2010,JACKSON,SD,36
615,2010,JACKSON,WI,778
616,2010,JACKSON,WV,428
617,2010,JASPER,GA,486
618,2010,JASPER,SC,2351
619,2010,JEFF DAVIS,GA,1206
620,2010,JEFFERSON,CO,23484
621,2010,JEFFERSON,FL,773
622,2010,JEFFERSON,GA,684
623,2010,JEFFERSON,KS,1074
624,2010,JEFFERSON,KY,72532
625,2010,JEFFERSON,NE,156
626,2010,JEFFERSON,NY,4822
627,2010,JEFFERSON,OH,3294
628,2010,JEFFERSON,OK,96
629,2010,JEFFERSON,OR,1166
630,2010,JEFFERSON,PA,477
631,2010,JEFFERSON,WA,1549
632,2010,JEFFERSON,WI,2183
633,2010,JEFFERSON,WV,1637
634,2010,JENKINS,GA,226
635,2010,JERAULD,SD,2
636,2010,JESSAMINE,KY,3285
637,2010,JEWELL,KS,0
638,2010,JOHNSON,GA,354
639,2010,JOHNSON,KS,24832
640,2010,JOHNSON,KY,347
641,2010,JOHNSON,NE,32
642,2010,JOHNSON,WY,305
643,2010,JOHNSTON,OK,198
644,2010,JONES,GA,1291
645,2010,JONES,SD,0
646,2010,JOSEPHINE,OR,4859
647,2010,JUNEAU,WI,1072
648,2010,JUNIATA,PA,0
649,2010,KANAWHA,WV,12934
650,2010,KAY,OK,3597
651,2010,KEARNEY,NE,238
652,2010,KEARNY,KS,0
653,2010,KEITH,NE,396
654,2010,KENOSHA,WI,9207
655,2010,KENTON,KY,10796
656,2010,KERN,CA,71370
657,2010,KERSHAW,SC,4522
658,2010,KEWAUNEE,WI,504
659,2010,KEYA PAHA,NE,0
660,2010,KIMBALL,NE,18
661,2010,KING,WA,161431
662,2010,KINGFISHER,OK,309
663,2010,KINGMAN,KS,275
664,2010,KINGS,CA,7011
665,2010,KINGS,NY,0
666,2010,KINGSBURY,SD,0
667,2010,KIOWA,CO,2
668,2010,KIOWA,KS,118
669,2010,KIOWA,OK,403
670,2010,KIT CARSON,CO,244
671,2010,KITSAP,WA,14942
672,2010,KITTITAS,WA,3699
673,2010,KLAMATH,OR,3491
674,2010,KLICKITAT,WA,862
675,2010,KNOTT,KY,44
676,2010,KNOX,KY,656
677,2010,KNOX,NE,50
678,2010,KNOX,OH,181
679,2010,LA CROSSE,WI,6020
680,2010,LA PAZ,AZ,1305
681,2010,LA PLATA,CO,1938
682,2010,LABETTE,KS,2118
683,2010,LACKAWANNA,PA,8815
684,2010,LAFAYETTE,FL,118
685,2010,LAFAYETTE,WI,411
686,2010,LAKE,CA,4314
687,2010,LAKE,CO,187
688,2010,LAKE,FL,16752
689,2010,LAKE,OH,8709
690,2010,LAKE,OR,196
691,2010,LAKE,SD,244
692,2010,LAMAR,GA,1092
693,2010,LAMOILLE,VT,734
694,2010,LANCASTER,NE,24129
695,2010,LANCASTER,PA,9714
696,2010,LANCASTER,SC,6086
697,2010,LANDER,NV,276
698,2010,LANE,KS,47
699,2010,LANE,OR,25083
700,2010,LANGLADE,WI,1608
701,2010,LANIER,GA,208
702,2010,LARAMIE,WY,5963
703,2010,LARIMER,CO,16676
704,2010,LARUE,KY,124
705,2010,LAS ANIMAS,CO,371
706,2010,LASSEN,CA,1254
707,2010,LATIMER,OK,354
708,2010,LAUREL,KY,1450
709,2010,LAURENS,GA,4963
710,2010,LAURENS,SC,5644
711,2010,LAWRENCE,KY,300
712,2010,LAWRENCE,OH,2244
713,2010,LAWRENCE,PA,4303
714,2010,LAWRENCE,SD,904
715,2010,LE FLORE,OK,2022
716,2010,LEA,NM,5754
717,2010,LEAVENWORTH,KS,4716
718,2010,LEBANON,PA,3622
719,2010,LEE,FL,37123
720,2010,LEE,GA,1318
721,2010,LEE,KY,24
722,2010,LEE,SC,1813
723,2010,LEHIGH,PA,8268
724,2010,LEON,FL,26201
725,2010,LESLIE,KY,0
726,2010,LETCHER,KY,142
727,2010,LEVY,FL,2993
728,2010,LEWIS,KY,161
729,2010,LEWIS,NY,918
730,2010,LEWIS,WA,5804
731,2010,LEWIS,WV,280
732,2010,LEXINGTON,SC,12996
733,2010,LIBERTY,FL,144
734,2010,LIBERTY,GA,4856
735,2010,LICKING,OH,8807
736,2010,LINCOLN,CO,30
737,2010,LINCOLN,GA,50
738,2010,LINCOLN,KS,96
739,2010,LINCOLN,KY,246
740,2010,LINCOLN,NE,2723
741,2010,LINCOLN,NM,1099
742,2010,LINCOLN,NV,92
743,2010,LINCOLN,OK,1058
744,2010,LINCOLN,OR,2927
745,2010,LINCOLN,SD,703
746,2010,LINCOLN,WA,319
747,2010,LINCOLN,WI,1395
748,2010,LINCOLN,WV,913
749,2010,LINCOLN,WY,369
750,2010,LINN,KS,328
751,2010,LINN,OR,4417
752,2010,LIVINGSTON,KY,206
753,2010,LIVINGSTON,NY,2255
754,2010,LOGAN,CO,1145
755,2010,LOGAN,KS,30
756,2010,LOGAN,KY,1080
757,2010,LOGAN,NE,8
758,2010,LOGAN,OH,2620
759,2010,LOGAN,OK,1373
760,2010,LOGAN,WV,2291
761,2010,LONG,GA,180
762,2010,LORAIN,OH,15357
763,2010,LOS ALAMOS,NM,457
764,2010,LOS ANGELES,CA,568435
765,2010,LOUP,NE,0
766,2010,LOVE,OK,256
767,2010,LOWNDES,GA,8471
768,2010,LUCAS,OH,31256
769,2010,LUMPKIN,GA,1150
770,2010,LUNA,NM,1788
771,2010,LUZERNE,PA,15357
772,2010,LYCOMING,PA,4966
773,2010,LYMAN,SD,0
774,2010,LYON,KS,2809
775,2010,LYON,KY,186
776,2010,LYON,NV,1715
777,2010,MACON,GA,580
778,2010,MADERA,CA,7943
779,2010,MADISON,FL,1375
780,2010,MADISON,GA,1845
781,2010,MADISON,KY,6740
782,2010,MADISON,NE,1714
783,2010,MADISON,NY,2415
784,2010,MADISON,OH,1812
785,2010,MAGOFFIN,KY,110
786,2010,MAHONING,OH,10630
787,2010,MAJOR,OK,377
788,2010,MALHEUR,OR,2031
789,2010,MANATEE,FL,29787
790,2010,MANITOWOC,WI,2177
791,2010,MARATHON,WI,4952
792,2010,MARICOPA,AZ,306887
793,2010,MARIN,CA,9418
794,2010,MARINETTE,WI,2101
795,2010,MARION,FL,20184
796,2010,MARION,GA,158
797,2010,MARION,KS,299
798,2010,MARION,KY,540
799,2010,MARION,OH,5799
800,2010,MARION,OR,9842
801,2010,MARION,SC,3877
802,2010,MARION,WV,1469
803,2010,MARIPOSA,CA,697
804,2010,MARLBORO,SC,3402
805,2010,MARQUETTE,WI,556
806,2010,MARSHALL,KS,242
807,2010,MARSHALL,KY,966
808,2010,MARSHALL,OK,457
809,2010,MARSHALL,SD,122
810,2010,MARSHALL,WV,1347
811,2010,MARTIN,FL,7828
812,2010,MARTIN,KY,156
813,2010,MASON,KY,1427
814,2010,MASON,WA,5480
815,2010,MASON,WV,904
816,2010,MAYES,OK,1748
817,2010,MCCLAIN,OK,1620
818,2010,MCCOOK,SD,20
819,2010,MCCORMICK,SC,437
820,2010,MCCRACKEN,KY,3942
821,2010,MCCREARY,KY,364
